title,description,category,price,reseller_price,compare_price,image_url,stock,sku,cross_sells,key_benefits,technical_specifications,warranty_and_support
"ECRAN MSI PRO MP225 IPS 100Hz 1xHDMI 1.4B 1XVGA 21.5""","<ul>
<li>Model: PRO MP225</li>
<li>Resolution: FHD (1920 x 1080)</li>
<li>Display: IPS, 100Hz, 1ms</li>
<li>Ports: 1x HDMI, 1x VGA, 1x Audio Out</li>
<li>Features: Anti-Flicker Technology, EYE-Q Check</li>
</ul>",Electronics > Video > Computer Monitors,872.0,726.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/monitor-profesionales-msi-pro-mp225.webp?v=1765881888,7,,,,,
"ECRAN MSI PRO MP251 E2 120Hz 1xHDMI 2-1xDP 1.4a-1xVGA 24,5""","<dl class=""data-sheet d-flex flex-wrap justify-content-between m-0"">
<dt class=""name mb-1 p-2"">Technologie de dalle</dt>
<dd class=""value mb-1 p-2"">IPS</dd>
<dt class=""name mb-1 p-2"">Taille</dt>
<dd class=""value mb-1 p-2"">24.5 pouces</dd>
<dt class=""name mb-1 p-2"">Résolution</dt>
<dd class=""value mb-1 p-2"">1920 x 1080 pixels (FHD)</dd>
<dt class=""name mb-1 p-2"">Fréquence verticale maxi</dt>
<dd class=""value mb-1 p-2"">120 Hz</dd>
<dt class=""name mb-1 p-2"">Temps de réponse</dt>
<dd class=""value mb-1 p-2"">1 ms</dd>
<dt class=""name mb-1 p-2"">Entrées vidéo</dt>
<dd class=""value mb-1 p-2"">1x HDMI™ 2.0 1x DisplayPort 1.4a 1x D-Sub (VGA)</dd>
<dt class=""name mb-1 p-2"">Hauteur réglable</dt>
<dd class=""value mb-1 p-2"">Non</dd>
<dt class=""name mb-1 p-2"">Haut-parleurs intégrés</dt>
<dd class=""value mb-1 p-2"">Oui</dd>
<dt class=""name mb-1 p-2"">Pivot</dt>
<dd class=""value mb-1 p-2"">Non</dd>
<dt class=""name mb-1 p-2"">Marque</dt>
<dd class=""value mb-1 p-2"">MSI</dd>
<dt class=""name mb-1 p-2"">Garantie</dt>
<dd class=""value mb-1 p-2"">12 Mois</dd>
</dl>",Electronics > Video > Computer Monitors,1017.0,847.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/msi-pro-mp251w-e2-245-120hz-ips.png?v=1765881737,10,,,,,
ECRAN MSI PRO MP251 E2 120Hz 25'',"<p><span>Taille de l'écran</span><span> 24.5"" - Format 16:9</span><br><span>Courbure de l'écran: Plat</span><br><span>Type de Dalle: IPS - Rétroéclairage: LED</span><br><span>Résolution: Full HD 1920x1080</span><br><span>Temps de réponse: 1ms(MPRT) / 4ms (GTG)</span><br><span>Taux de rafraîchissement: 120Hz</span><br><span>Connecteurs d'entrée: DisplayPort, HDMI, VGA</span><br><span>Réglages de la position de l'écran: Inclinaison -5° ~ 20°</span></p>",Electronics > Video > Computer Monitors,989.0,824.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/images_43ed3b64-6185-4350-a8bf-5db870ff5a08.jpg?v=1765881578,10,,,,,
"PC PORTABLE MSI i7-13700 16GB 512TB SSD WIND11 15,6","<dl class=""data-sheet d-flex flex-wrap justify-content-between m-0"">
<dt class=""name mb-1 p-2"">Type de Processeur</dt>
<dd class=""value mb-1 p-2"">Intel Core i7-13700H (6 Performance-Cores 5 GHz Turbo + 8 Efficient-Cores 3.7 GHz Turbo - 20 Threads - Cache 24 Mo)</dd>
<dt class=""name mb-1 p-2"">Capacité RAM</dt>
<dd class=""value mb-1 p-2"">16 Go DDR5</dd>
<dt class=""name mb-1 p-2"">Chipset graphique</dt>
<dd class=""value mb-1 p-2"">NVIDIA GeForce RTX 4070 8GB GDDR6</dd>
<dt class=""name mb-1 p-2"">SSD</dt>
<dd class=""value mb-1 p-2"">512TB NVMe PCIe</dd>
<dt class=""name mb-1 p-2"">Ecran</dt>
<dd class=""value mb-1 p-2"">15.6"" QHD (2560x1440)</dd>
<dt class=""name mb-1 p-2"">Clavier</dt>
<dd class=""value mb-1 p-2"">QWERTY</dd>
<dt class=""name mb-1 p-2"">Système d'exploitation</dt>
<dd class=""value mb-1 p-2"">FreeDOS</dd>
<dt class=""name mb-1 p-2"">Processeur</dt>
<dd class=""value mb-1 p-2"">Intel core i7</dd>
<dt class=""name mb-1 p-2"">Marque</dt>
<dd class=""value mb-1 p-2"">MSI</dd>
<dt class=""name mb-1 p-2"">Garantie</dt>
<dd class=""value mb-1 p-2"">12 Mois</dd>
</dl>",Electronics > Computers > Laptops,7769.0,6474.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/019a34e1-c229-7e42-a3ab-0dbde6f49971.avif?v=1765880733,10,,,,,
PC BUREAU DELL OPTIPLEX TOWER PLUS MT 7020 I7-14700 PRO 8Go 512Go SSD FREEDOS 3YRS,"<p>Processeur Intel Core i7- 14700 (20 Cores/33MB/28T/2.1GH z to 5.40GHz/65W)</p>
<p>Mémoire 16GB DDR5 4800</p>
<p>Disque dur 512GB M.2 2230 PCIe NVMe Class 25 SSD</p>
<p>Carte graphique Intel Integrated Graphics</p>
<p>Graveur 8 x DVD+/-RW 9.5mm Slimline</p>
<p>Intel® I217LM Ethernet LAN 10/100/1000</p>
<p>Connecteurs 4 ports USB 3.0, 6 ports USB 2.0, 2 ports DisplayPort , RJ-45, série, VGA, 2* PS/2</p>
<p>Clavier Dell filaire KB216 – Souris Dell optique MS116 NOIR</p>",Electronics > Computers > Desktop Computers,9927.0,8272.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/DELL-OPTIPLEX-7020-PLUS-MT-i7-14700-8Go-512Go-SSD-W11P-36M.png?v=1764242759,10,,,,,
ECRAN DELL P2425H DISPLAYPORT VGA HDMI 23.8'',"<p>Taille de l’écran: 23,8″ – Format 16:9</p>
<p>Courbure de l’écran: Plat</p>
<p>Type de Dalle: IPS – Rétroéclairage: LED</p>
<p>Résolution: FHD (1 920 x 1 080 à 75 Hz)</p>
<p>Temps de réponse: 5 ms gris à gris (mode rapide), 8 ms gris à gris (mode normal)</p>
<p>Luminosité : 250 cd/m2 (standard)</p>
<p>Contraste : 1 500:1 (standard)</p>
<p>Connecteurs d’entrée: VGA, HDMI, DisplayPort</p>
<p>Réglages de la position de l’écran: Hauteur Jusqu’à 150 mm (5,9″); Inclinaison (-5°/+21°); Rotation (-45°/+45°); Pivotement (-90°/+90°)</p>
<p>Montage : VESA 100 mm x 100 mm</p>",Electronics > Video > Computer Monitors,1874.0,1561.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/cran-dell-24-monitor-p2425h-60.5cm-23.8-p2425h-3y-prix-maroc-linksolutions1.webp?v=1764242418,6,,,,,
IMPRIMANTE HP LASER MONOCHROME MFP M236DW A4 3EN1 RV AUTO 29PPM,"<p><strong>IMPRIMANTE MUTLIFONCTION LASERJET HP M236dw (9YF95A)</strong></p>
<p>Impression, copie, numérisation</p>
<p>Vitesse d’impression noir: 29 pages par minute (norme ISO)</p>
<p>Qualité d’impression noire: Jusqu’à 600 x 600 ppp</p>
<p>Volume de pages mensuel recommandé: 200 à 2 000</p>
<p>Impression recto/verso: Recto-verso automatique</p>
<p>Fonctionne avec: 1 Cartouche de toner (noire)</p>
<p>Connectivité: 1 port USB haut débit 2.0 ; 1 port Fast Ethernet 10/100Base-TX; 1 sans-fil bi-bande (2,4/5,0 GHz) 802.11 b/g/n avec Bluetooth® Low Energy</p>","Electronics > Print, Copy, Scan & Fax > Printers, Copiers & Fax Machines",2337.0,1947.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/2_a8fece1a-2004-40bd-af53-636d9c732559.svg?v=1764241792,10,,,,,
IMPRIMANTE HP LASER COULEUR SINGLE PRO 4203DW A4 R-V 33 B&W 33PPM,"<p><strong>Imprimante Laser Couleur HP LaserJet Pro 4203dw (5HH48A)</strong></p>
<p>Vitesse d’impression noir: 33 pages par minute (norme ISO)</p>
<p>Vitesse d’impression couleur: 33 pages par minute (norme ISO)</p>
<p>Qualité d’impression noire: Jusqu’à 600 x 600 ppp, résolution optimisée jusqu’à 38 400 x 600 ppp</p>
<p>Qualité d’impression couleur: Jusqu’à 600 x 600 ppp</p>
<p>Volume de pages mensuel recommandé: 750 à 4 000</p>
<p>Impression recto/verso: Automatique</p>
<p>Fonctionne avec: 4 (noire, cyan, magenta, jaune)</p>
<p>Connectivité: Wi-Fi; 1 port USB à l’avant; 1 port USB 2.0 haut débit (périphérique); 1 port USB 2.0 haut débit (hôte); 1 port réseau Gigabit Ethernet 10/100/1000 Base-TX; 1 port Bluetooth Low Energy</p>","Electronics > Print, Copy, Scan & Fax > Printers, Copiers & Fax Machines",5274.0,4395.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/2_12da2678-0ee1-4176-aaee-a3afc834b481.jpg?v=1764241717,10,,,,,
PC BUREAU HP PRO TOWER 290 G9 I3 14100 8GB 512 GB,"<p><span>Processeur Intel® Core™ </span><em>i3</em><span>-</span><em>14100</em><span> (jusqu'à 4,7 GHz avec la technologie Intel® Turbo Boost, 12 Mo de mémoire cache L3, 4 cœurs, 8 threads) · Intel® H670 </span></p>",Electronics > Computers > Desktop Computers,5544.0,4620.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/pc-bureau-hp-pro-tower-290-g9-6u6x1es.webp?v=1765538704,10,,,,,
"PC PORTABLE HP NOTEBOOK 250G9 i3-1215U (4,2GHz) 8Go 256Go SSD FREEDOS 15,6""SAC A DOS","<p class=""MsoNormal""><span>Processeur : Intel core i3-1215U  (up to 4,40 GHz, 10 Mo Intel® Smart Cache, 6 cœurs)</span></p>
<p class=""MsoNormal""><span>Mémoire : 8GB DDR4 3200</span></p>
<p class=""MsoNormal""><span>Disque dur : 256GB SSD NVMe</span></p>
<p class=""MsoNormal""><span>Taille de l’écran : Ecran 15.6 FHD (1920 x 1080), SVA, narrow bezel, anti-glare, 250 nits</span></p>
<p class=""MsoNormal""><span>Réseaux Realtek RTL8822CE 802.11a/b/g/n/ac (2×2) Wi-Fi® et Bluetooth® 5</span></p>
<p class=""MsoNormal""><span>USB Type-C®, 2* USB Type-A, HDMI 1.4b, combinée casque/microphone stéréo</span></p>
<p class=""MsoNormal""><span>Batterie 3 cellules, 41 Wh</span></p>
<p class=""MsoNormal""><span>FreeDOS</span></p>",Electronics > Computers > Laptops,3960.0,3300.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/ordinateur-portable-hp-250-g9-i3-4gb-256ssd-dos-85a36ea-prix-maroc-linksolutions.webp?v=1764240935,10,,,,,
"ECRAN HP TFT V27i G5 FHD-VGA-HDMI-DISPLAPORT  27""","<p><strong>Ecran Moniteur 27″ Full HD HP V27i G5 (65P64AS)</strong></p>
<p>Taille de l’écran: 68,6 cm (27 pouces) – Format 16:9</p>
<p>Courbure de l’écran: Plat</p>
<p>Type de Dalle: IPS – Rétroéclairage: IPS</p>
<p>Résolution: FHD (1 920 x 1 080 à 75 Hz)</p>
<p>Temps de réponse: 5ms GtG (avec surcharge)</p>
<p>Luminosité : 250 nits</p>
<p>Contraste : 1000:1</p>
<p>Connecteurs d’entrée: VGA, HDMI, DisplayPort</p>
<p>Réglages de la position de l’écran: Inclinaison -5° à +20°</p>
<p>Montage : VESA 100 mm x 100 mm</p>",Electronics > Video > Computer Monitors,1716.0,1430.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/images_4.jpg?v=1764240431,9,,,,,
ECRAN HP S3 Pro 327pf VGA HDMI DISPLAY PORT  27'',"<p><span>Taille de l'ECRAN </span><a href=""https://www.iris.ma/55-ecran-moniteur""></a><span>: 27"" (68.6 cm) - Format 16:9</span><br><span>Courbure de l'écran: Plat</span><br><span>Type de Dalle: IPS (In-Plane Switching) - Rétroéclairage: Edge-lit; WLED</span><br><span>Résolution: FHD (1920 x 1080)</span><br><span>Temps de réponse: 5ms GtG (avec surcharge)</span><br><span>Taux de rafraîchissement: 100Hz</span><br><span>Connecteurs d'entrée: VGA, HDMI, DisplayPort</span><br><span>Réglages de la position de l'écran: -5 to +20°</span></p>",Electronics > Video > Computer Monitors,1967.0,1639.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/ecran-hp-series-3-pro-27-fhd-327pf-b0cg3as-links-solutions-maroc_1.webp?v=1764240264,10,,,,,
"ECRAN HP P22v G5 DP HDMI-VGA 21,5""","<p><strong>Taille de l’écran</strong>: 54,5 cm (21,45 pouces) – Format 16:9</p>
<p><strong>Courbure de l’écran</strong>: Plat</p>
<p><strong>Type de Dalle</strong>: VA –<span> </span><strong>Rétroéclairage</strong>: Éclairé à la périphérie</p>
<p><strong>Résolution</strong>: FHD (1920 x 1080)</p>
<p><strong>Temps de réponse</strong>: 5ms GtG (avec surcharge)</p>
<p><strong>Connecteurs d’entrée</strong>: VGA, HDMI</p>
<p><strong>Réglages de la position de l’écran:</strong><span> </span>Inclinaison:-5 à +23 °C</p>",Electronics > Video > Computer Monitors,1202.0,1001.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/19579-hp-ecran-fhd-p22v-g5-64V81AA-linksolutions-ma.webp?v=1764240120,10,,,,,
PC BUREAU ACER VS2710G i5-13400 (2.5GHz) 8Go 256Go SSD,"<ul>
<li class=""sub""><span class=""label"">Fabricant :<span> Acer</span></span></li>
<li class=""sub"">
<span class=""label"">Référence fabricant :<span> </span></span><em class=""value"">DT.VY4EF.002</em>
</li>
<li class=""sub"">
<span class=""label"">Gamme :<span> </span></span><em class=""value"">Acer Veriton S2</em>
</li>
<li class=""sub"">
<span class=""label"">Processeur :<span> </span></span><em class=""value"">Intel Core i5</em>
</li>
<li class=""sub"">
<span class=""label"">Cadence :<span> </span></span><em class=""value"">2.5 GHz</em>
</li>
<li class=""sub"">
<span class=""label"">Ram :<span> </span></span><em class=""value"">8 Go</em>
</li>
<li class=""sub"">
<span class=""label"">DD :<span> </span></span><em class=""value"">256 Go</em>
</li>
</ul>",Electronics > Computers > Desktop Computers,9729.0,8107.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/61639541430_ML_e8764a91-6ee9-4d70-8042-b41708e3d10a.avif?v=1764070425,10,,,,,
PC BUREAU ACER VX4690G CI5 12400 8Go 512Go SSD GARANTIE 1AN,"<p><span>- PC Noir 180 W</span><br><span>- Intel® Core™ i5 i5-12400</span><br><span>- 8 Go DDR4-SDRAM 1 x 8 Go</span><br><span>- 256 Go SSD</span><br><span>- Intel UHD Graphics 730</span><br><span>- Ethernet/LAN 10,1000,100 Mbit/s Wi-Fi 6 (802.11ax) Bluetooth 5.0</span><br><span>- Windows </span><span>11 Pro 64-bit</span></p>",Electronics > Computers > Desktop Computers,6600.0,5500.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/images_2.jpg?v=1764070446,10,,,,,
COPIEUR CANON LASER MONOCHROME MFP IR1643IF A4 4EN1 RV EMEA 43PPM,"<p class=""MsoNormal""><span>Impression, copie, numérisation, envoi et télécopie</span></p>
<p class=""MsoNormal""><span>Vitesse d’impression : Recto : Jusqu’à 43/43 ppm (A4), Recto verso : Jusqu’à 36/36 ppm (A4)</span></p>
<p class=""MsoNormal""><span>Résolution : 1200 × 1200 ppp</span></p>
<p class=""MsoNormal""><span>Écran tactile couleur WVGA TFT LCD 12,7 cm</span></p>
<p class=""MsoNormal""><span>Connecteurs : 2* USB 2.0 (hôte), USB 2.0 (périphérique), 1000Base-T / 100Base-TX / 10-Base-T, LAN sans fil (IEEE 802.11 b/g/n), connexion directe Wi-Fi</span></p>","Electronics > Print, Copy, Scan & Fax > Printers, Copiers & Fax Machines",8334.0,6945.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/copieur_canon_laser_i-sensys_x_1238i_ii_mfp_3en1_r_seau_wifi_mono_a4_rv_38_b_wppm_1_5161c003ba_-_fournipro.ma.jpg?v=1763727523,10,,,,,
IMPRIMANTE HP OFFICEJET COULEUR MFP PRO9730 3EN1 RESEAU WIFI A3 RV AUTO 22 B&WPPM,"<p><span>Impression, copie, numérisation</span><br><span>Vitesse d'impression noir: 34 pages/min (22 pages/min en norme ISO)</span><br><span>Vitesse d'impression couleur: 34 pages/min (18 pages/min en norme ISO)</span><br><span>Qualité d'impression noire: Jusqu’à 1 200 x 1 200 ppp rendus</span><br><span>Qualité d'impression couleur: Jusqu'à 4 800 x 1 200 ppp optimisés, sur papier photo HP avancé, jusqu'à 1 200 x 1 200 ppp en entrée</span><br><span>Volume de pages mensuel recommandé: 250 à 1500</span><br><span>Impression recto/verso: Automatique</span><br><span>Fonctionne avec: 4 (noire, cyan, magenta, jaune)</span><br><span>Connectivité: 1 port Ethernet; 1 port USB 2.0 haut débit (appareil); 1 port USB 2.0 haut débit (hôte); Wi-Fi (double bande)</span><br><span>Encres fournies avec l'imprimante </span><span>: Livré avec 1 HP 938 Cartouche d’encre de démarrage noire; 1 HP 938 cartouche d’encre de démarrage cyan; 1 HP 938 cartouche d’encre de démarrage magenta; 1 HP 938 cartouche d’encre de démarrage jaune</span></p>","Electronics > Print, Copy, Scan & Fax > Printers, Copiers & Fax Machines",3023.0,2519.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/537P5C.png?v=1763724352,10,,,,,
IMPRIMANTE HP LASER MONOCHROME SINGLE M211DW A4 RV AUTO,<p><span>Vitesse d'impression noir: 29 pages par minute (norme ISO)</span><br><span>Qualité d'impression noire: Jusqu'à 600 x 600 ppp</span><br><span>Volume de pages mensuel recommandé: 200 à 2 000</span><br><span>Impression recto/verso: Automatique (standard)</span><br><span>Fonctionne avec: 1 Cartouche de toner</span><span> (noir)</span><br><span>Connectivité: 1 port USB haut débit 2.0 ; 1 port Fast Ethernet 10/100Base-TX; WI-FI avec Bluetooth® Low Energy</span></p>,Uncategorized,1908.0,1590.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/imprimante-laser-monochrome-hp-laserjet-m211dw-9yf83a_d0a74781-811b-4146-8d8e-d32c0d785bb9.jpg?v=1763724102,10,,,,,
